dataset,method,RMSD_within_2Å,PB_Valid,RMSD_within_2Å_and_PB_Valid,similarity,data_number
astex_diverse_set,KarmaDock_align,18.181818181818183,9.090909090909092,0.0,0.7,11
astex_diverse_set,KarmaDock_align,21.428571428571427,7.142857142857142,0.0,0.8,14
astex_diverse_set,KarmaDock_align,31.25,6.25,0.0,0.9,16
astex_diverse_set,KarmaDock_ff,50.0,0.0,0.0,0.1,4
astex_diverse_set,KarmaDock_ff,50.0,0.0,0.0,0.2,4
astex_diverse_set,KarmaDock_ff,33.33333333333333,0.0,0.0,0.3,6
astex_diverse_set,KarmaDock_ff,42.857142857142854,0.0,0.0,0.4,7
astex_diverse_set,KarmaDock_ff,37.5,0.0,0.0,0.5,8
astex_diverse_set,KarmaDock_ff,45.45454545454545,0.0,0.0,0.6,11
astex_diverse_set,KarmaDock_ff,45.45454545454545,0.0,0.0,0.7,11
astex_diverse_set,KarmaDock_ff,50.0,0.0,0.0,0.8,14
astex_diverse_set,KarmaDock_ff,50.0,0.0,0.0,0.9,16
astex_diverse_set,QuickBind,0.0,0.0,0.0,0.1,4
astex_diverse_set,QuickBind,0.0,0.0,0.0,0.2,4
astex_diverse_set,QuickBind,0.0,0.0,0.0,0.3,6
astex_diverse_set,QuickBind,0.0,0.0,0.0,0.4,7
astex_diverse_set,QuickBind,12.5,0.0,0.0,0.5,8
astex_diverse_set,QuickBind,9.090909090909092,0.0,0.0,0.6,11
astex_diverse_set,QuickBind,9.090909090909092,0.0,0.0,0.7,11
astex_diverse_set,QuickBind,7.142857142857142,0.0,0.0,0.8,14
astex_diverse_set,QuickBind,12.5,0.0,0.0,0.9,16
